,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,YearsInCurrentRole,YearsSinceLastPromotion
463,Yes,26,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,Laboratory Technician,4,Single,2340,1,Yes,18,0,0
464,No,37,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,4,Single,7491,4,No,17,5,1
465,No,46,Travel_Frequently,Research & Development,18,1,Medical,Female,Healthcare Representative,3,Married,10527,5,No,11,2,1
466,No,41,Travel_Rarely,Sales,2,5,Life Sciences,Female,Manager,1,Married,16595,7,No,16,16,11
467,No,37,Non-Travel,Sales,9,4,Medical,Male,Sales Executive,2,Divorced,8834,1,No,13,5,7
468,No,52,Travel_Rarely,Research & Development,6,2,Technical Degree,Male,Research Scientist,1,Divorced,5577,3,Yes,12,9,6
469,Yes,32,Non-Travel,Sales,11,4,Other,Male,Sales Executive,3,Married,4707,8,No,12,2,1
470,No,24,Travel_Frequently,Sales,24,3,Medical,Male,Sales Representative,4,Married,2400,0,No,13,2,2
471,No,38,Travel_Rarely,Research & Development,10,3,Medical,Female,Healthcare Representative,3,Married,9824,3,No,19,0,0
472,No,37,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Manufacturing Director,2,Married,6447,6,No,12,5,4
473,No,49,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,Research Director,3,Divorced,19502,1,Yes,17,9,0
474,No,24,Travel_Rarely,Research & Development,23,3,Medical,Male,Research Scientist,4,Married,2725,1,Yes,11,5,1
475,No,26,Travel_Rarely,Sales,28,2,Marketing,Male,Sales Executive,2,Married,6272,1,No,20,3,1
476,No,24,Travel_Rarely,Research & Development,17,2,Other,Male,Laboratory Technician,2,Married,2127,1,No,21,0,0
477,No,50,Travel_Frequently,Human Resources,3,3,Medical,Male,Manager,2,Married,18200,1,No,11,5,10
478,No,25,Travel_Rarely,Sales,13,1,Medical,Male,Sales Representative,3,Married,2096,1,No,11,4,0
479,Yes,24,Travel_Frequently,Research & Development,7,3,Life Sciences,Female,Laboratory Technician,3,Married,2886,1,Yes,16,3,1
480,Yes,30,Travel_Frequently,Sales,12,4,Life Sciences,Male,Sales Representative,1,Married,2033,1,No,18,0,0
481,No,34,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Research Scientist,4,Married,3622,1,Yes,13,5,1
482,Yes,31,Travel_Rarely,Sales,13,4,Medical,Male,Sales Executive,1,Divorced,4233,2,No,17,1,1
483,No,35,Travel_Rarely,Research & Development,25,2,Other,Male,Laboratory Technician,4,Single,3681,4,No,14,2,0
484,No,31,Travel_Rarely,Sales,6,4,Medical,Male,Sales Executive,4,Divorced,5460,4,No,22,7,5
485,No,27,Travel_Rarely,Research & Development,6,4,Medical,Female,Research Scientist,3,Divorced,2187,0,No,12,3,0
486,No,37,Travel_Rarely,Sales,2,3,Marketing,Male,Sales Executive,3,Married,9602,4,Yes,11,0,1
487,No,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Research Scientist,2,Single,2836,1,No,13,0,0
488,No,42,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Healthcare Representative,4,Married,4089,1,No,13,2,2
489,No,43,Travel_Rarely,Research & Development,6,4,Other,Male,Research Director,4,Divorced,16627,4,Yes,14,0,0
490,No,38,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,Research Scientist,1,Single,2619,3,No,17,0,0
491,No,43,Travel_Frequently,Research & Development,9,5,Medical,Male,Laboratory Technician,3,Divorced,5679,3,Yes,13,7,4
492,No,48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Manager,1,Married,15402,7,No,11,2,0
493,No,44,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,Human Resources,3,Single,5985,4,No,11,2,0
494,No,34,Travel_Rarely,Sales,14,3,Technical Degree,Female,Sales Representative,3,Divorced,2579,1,Yes,18,2,0
495,Yes,27,Travel_Rarely,Sales,2,1,Marketing,Male,Sales Representative,1,Divorced,3041,0,No,11,3,0
496,No,21,Travel_Rarely,Sales,22,1,Technical Degree,Male,Sales Representative,3,Single,3447,1,No,11,2,1
497,No,44,Travel_Rarely,Research & Development,3,4,Other,Male,Manager,4,Married,19513,4,Yes,12,2,0
498,No,22,Travel_Rarely,Research & Development,6,1,Medical,Male,Research Scientist,3,Married,2773,0,No,20,2,2
499,No,33,Travel_Rarely,Sales,8,4,Marketing,Male,Sales Executive,3,Divorced,7104,0,No,12,0,1
500,No,32,Travel_Rarely,Research & Development,9,4,Life Sciences,Female,Research Scientist,4,Married,6322,1,Yes,12,4,0
501,No,30,Travel_Frequently,Research & Development,3,3,Medical,Female,Research Scientist,3,Divorced,2083,1,No,20,0,0
502,No,53,Travel_Rarely,Sales,1,1,Medical,Female,Sales Executive,1,Single,8381,7,No,20,7,8
503,No,34,Travel_Rarely,Research & Development,1,5,Life Sciences,Male,Research Scientist,4,Married,2691,1,No,12,9,8
504,Yes,45,Travel_Frequently,Sales,26,4,Life Sciences,Female,Sales Executive,1,Married,4286,2,No,14,1,0
505,No,26,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,Laboratory Technician,4,Married,2659,1,Yes,13,2,0
506,No,37,Travel_Rarely,Research & Development,3,3,Other,Male,Manufacturing Director,3,Married,9434,1,No,15,7,7
507,No,29,Travel_Rarely,Sales,3,2,Medical,Female,Sales Executive,3,Married,5561,1,No,14,0,1
508,No,35,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,Research Scientist,4,Single,6646,1,No,13,11,11
509,No,33,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,Healthcare Representative,4,Divorced,7725,3,No,23,11,4
510,No,54,Travel_Rarely,Human Resources,19,4,Medical,Male,Human Resources,2,Married,10725,2,No,15,7,7
511,No,36,Travel_Rarely,Research & Development,9,2,Medical,Male,Manufacturing Director,2,Divorced,8847,2,Yes,11,2,0
512,No,27,Travel_Rarely,Research & Development,3,4,Medical,Male,Research Scientist,4,Single,2045,0,No,13,2,1
513,Yes,20,Travel_Rarely,Research & Development,10,1,Medical,Male,Research Scientist,3,Single,1009,1,Yes,11,0,1
514,Yes,33,Travel_Frequently,Research & Development,3,3,Life Sciences,Male,Research Scientist,1,Single,3348,1,Yes,11,8,9
515,No,35,Non-Travel,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Married,1281,1,No,18,0,0
516,No,23,Travel_Rarely,Research & Development,4,3,Medical,Male,Research Scientist,1,Married,2819,2,No,16,2,0
517,No,25,Travel_Rarely,Sales,8,3,Life Sciences,Male,Sales Executive,2,Married,4851,0,No,22,2,1
518,No,38,Travel_Rarely,Sales,7,4,Marketing,Female,Sales Executive,4,Single,4028,0,No,20,7,0
519,No,29,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,Research Scientist,4,Divorced,2720,1,No,18,7,2
520,No,48,Travel_Rarely,Sales,2,1,Marketing,Male,Sales Executive,2,Married,8120,3,No,12,2,2
521,No,27,Travel_Frequently,Sales,3,1,Medical,Female,Sales Executive,4,Divorced,4647,1,Yes,20,5,0
522,No,37,Travel_Rarely,Research & Development,10,2,Life Sciences,Male,Research Scientist,4,Single,4680,3,No,17,0,0
523,No,50,Travel_Rarely,Research & Development,28,1,Medical,Male,Laboratory Technician,3,Married,3221,1,Yes,11,8,3
524,No,34,Travel_Rarely,Research & Development,9,3,Medical,Female,Healthcare Representative,2,Single,8621,1,No,14,7,7
525,Yes,24,Travel_Rarely,Sales,3,2,Life Sciences,Female,Sales Executive,3,Single,4577,9,No,14,2,2
526,No,39,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,3,Single,4553,1,No,11,7,11
527,No,32,Travel_Rarely,Sales,10,3,Marketing,Male,Sales Executive,4,Single,5396,1,No,12,7,0
528,Yes,50,Travel_Frequently,Sales,8,2,Technical Degree,Male,Sales Executive,3,Married,6796,3,Yes,14,3,1
529,No,38,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Healthcare Representative,4,Single,7625,0,No,13,7,1
530,No,27,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Manufacturing Director,1,Married,7412,1,No,11,7,0
531,No,32,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,Research Director,4,Single,11159,3,No,15,7,7
532,No,47,Travel_Rarely,Sales,14,4,Marketing,Male,Sales Executive,1,Single,4960,2,No,12,7,1
533,No,40,Travel_Frequently,Sales,5,4,Life Sciences,Male,Sales Executive,1,Married,10475,5,Yes,21,13,1
534,No,53,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Research Director,3,Married,14814,3,No,19,1,1
535,No,41,Travel_Rarely,Human Resources,10,4,Human Resources,Male,Manager,4,Divorced,19141,3,No,15,6,12
536,No,60,Travel_Rarely,Sales,16,4,Marketing,Male,Sales Executive,1,Single,5405,8,No,14,2,2
537,No,27,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,Manufacturing Director,1,Divorced,8793,1,No,21,7,1
538,No,41,Travel_Rarely,Human Resources,1,3,Human Resources,Male,Manager,3,Married,19189,1,No,12,7,2
539,No,50,Travel_Rarely,Sales,8,4,Marketing,Male,Sales Representative,2,Married,3875,7,No,15,2,2
540,Yes,28,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Research Scientist,2,Single,2216,7,Yes,13,7,3
541,No,36,Non-Travel,Research & Development,8,3,Life Sciences,Female,Research Director,1,Married,11713,9,No,14,7,0
542,No,38,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,3,Single,7861,4,Yes,14,0,0
543,No,44,Non-Travel,Research & Development,24,3,Medical,Male,Laboratory Technician,3,Single,3708,2,No,14,2,1
544,No,47,Travel_Frequently,Sales,3,3,Medical,Female,Sales Executive,3,Divorced,13770,9,Yes,12,2,11
545,No,30,Travel_Rarely,Sales,27,5,Marketing,Male,Sales Executive,4,Divorced,5304,7,No,23,7,7
546,No,29,Travel_Rarely,Sales,10,3,Life Sciences,Male,Sales Representative,3,Single,2642,1,No,11,0,0
547,Yes,42,Travel_Frequently,Research & Development,19,3,Medical,Male,Research Scientist,3,Divorced,2759,6,Yes,12,2,2
548,No,43,Travel_Frequently,Sales,15,3,Life Sciences,Male,Sales Executive,4,Married,6804,3,No,18,2,2
549,No,34,Travel_Rarely,Research & Development,8,2,Medical,Female,Healthcare Representative,3,Single,6142,3,No,11,1,4
550,No,23,Travel_Rarely,Research & Development,9,1,Medical,Male,Laboratory Technician,1,Married,2500,1,No,14,3,0
551,No,39,Travel_Rarely,Human Resources,3,3,Human Resources,Female,Human Resources,2,Married,6389,9,No,15,3,3
552,No,56,Travel_Rarely,Research & Development,9,3,Medical,Male,Healthcare Representative,4,Married,11103,7,No,11,7,1
553,No,40,Travel_Rarely,Research & Development,2,1,Medical,Female,Research Scientist,4,Single,2342,0,Yes,20,2,2
554,No,27,Travel_Rarely,Research & Development,7,3,Medical,Female,Healthcare Representative,1,Single,6811,8,No,19,6,0
555,No,29,Travel_Rarely,Sales,10,3,Marketing,Male,Sales Representative,2,Divorced,2297,1,No,14,2,2
556,No,53,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,4,Single,2450,2,No,17,2,2
557,No,35,Non-Travel,Research & Development,2,4,Life Sciences,Female,Healthcare Representative,1,Divorced,5093,2,No,11,0,0
558,No,32,Travel_Frequently,Research & Development,24,4,Life Sciences,Male,Laboratory Technician,4,Married,5309,1,No,15,8,4
559,No,38,Travel_Rarely,Research & Development,2,5,Medical,Male,Research Scientist,3,Married,3057,6,Yes,13,0,0
560,No,34,Travel_Rarely,Research & Development,8,5,Life Sciences,Female,Manufacturing Director,1,Divorced,5121,3,No,14,0,0
561,No,52,Travel_Rarely,Sales,3,4,Marketing,Male,Manager,1,Married,16856,1,No,11,6,1
562,Yes,33,Travel_Rarely,Research & Development,1,4,Other,Male,Research Scientist,4,Single,2686,1,Yes,13,9,7
563,No,25,Travel_Rarely,Sales,26,1,Medical,Female,Sales Executive,4,Single,6180,1,No,23,5,1
564,No,45,Travel_Rarely,Sales,2,2,Technical Degree,Male,Sales Representative,3,Single,6632,0,No,13,7,3
565,No,23,Travel_Rarely,Research & Development,10,1,Medical,Male,Research Scientist,3,Single,3505,1,No,18,2,0
566,Yes,47,Travel_Frequently,Sales,27,2,Life Sciences,Female,Sales Executive,3,Single,6397,4,Yes,12,4,1
567,No,34,Travel_Rarely,Sales,2,3,Other,Male,Sales Executive,4,Single,6274,1,No,22,5,1
568,Yes,55,Travel_Rarely,Research & Development,2,3,Medical,Male,Manager,1,Married,19859,5,Yes,13,2,1
569,No,36,Non-Travel,Sales,8,4,Life Sciences,Male,Sales Executive,1,Single,7587,1,No,15,7,0
570,No,52,Non-Travel,Research & Development,19,4,Medical,Male,Research Scientist,4,Married,4258,0,No,18,3,1
571,No,26,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,Laboratory Technician,4,Divorced,4364,3,No,14,2,2
572,No,29,Travel_Rarely,Research & Development,27,3,Medical,Female,Healthcare Representative,3,Married,4335,4,No,12,7,1
573,Yes,26,Travel_Rarely,Sales,8,3,Technical Degree,Male,Sales Executive,1,Single,5326,6,No,17,3,1
574,No,34,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Research Scientist,4,Single,3280,2,No,16,2,1
575,No,54,Travel_Rarely,Research & Development,19,4,Medical,Female,Manufacturing Director,1,Divorced,5485,9,Yes,11,3,1
576,No,27,Travel_Frequently,Sales,8,1,Marketing,Male,Sales Executive,4,Married,4342,0,No,19,2,1
577,No,37,Travel_Rarely,Research & Development,10,1,Life Sciences,Female,Research Scientist,1,Divorced,2782,0,Yes,13,3,4
578,No,38,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,1,Single,5980,6,Yes,12,7,4
579,No,34,Travel_Rarely,Research & Development,2,4,Medical,Female,Research Scientist,1,Single,4381,1,No,11,5,1
580,No,35,Travel_Rarely,Sales,8,4,Life Sciences,Female,Sales Representative,4,Married,2572,1,No,16,2,0
581,No,30,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,3,Married,3833,3,No,21,2,0
582,No,40,Travel_Frequently,Research & Development,2,2,Medical,Female,Healthcare Representative,2,Married,4244,1,No,24,7,3
583,No,34,Travel_Rarely,Sales,8,2,Life Sciences,Female,Sales Executive,1,Married,6500,5,No,17,2,1
584,No,42,Travel_Frequently,Research & Development,8,3,Life Sciences,Male,Manager,4,Divorced,18430,1,No,13,7,14
585,Yes,23,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,1,Married,1601,1,Yes,21,0,0
586,No,24,Non-Travel,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2694,1,No,11,0,0
587,No,52,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,Laboratory Technician,3,Married,3149,8,No,20,2,1
588,No,50,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Director,3,Married,17639,5,No,16,3,0
589,Yes,29,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Laboratory Technician,1,Married,2319,1,Yes,11,0,0
590,No,33,Travel_Rarely,Research & Development,7,3,Medical,Male,Research Director,3,Married,11691,0,No,11,9,3
591,Yes,33,Travel_Rarely,Sales,16,3,Marketing,Female,Sales Executive,1,Single,5324,5,No,15,2,0
592,No,47,Travel_Rarely,Research & Development,2,2,Other,Female,Manager,4,Married,16752,1,Yes,11,14,3
593,No,36,Travel_Rarely,Research & Development,1,3,Other,Female,Manufacturing Director,2,Married,5228,0,No,15,7,0
594,No,29,Travel_Rarely,Research & Development,23,2,Life Sciences,Male,Research Scientist,3,Married,2700,1,No,24,7,0
595,Yes,58,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,Research Director,2,Single,19246,7,Yes,12,15,13
596,No,35,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Research Scientist,3,Single,2506,3,No,13,2,2
597,No,42,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Manufacturing Director,4,Married,6062,9,Yes,13,3,0
598,Yes,28,Travel_Rarely,Research & Development,2,4,Medical,Male,Research Scientist,3,Single,4382,6,No,17,2,2
599,No,36,Travel_Rarely,Human Resources,13,3,Human Resources,Male,Human Resources,2,Married,2143,4,No,13,2,0
600,No,32,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Manufacturing Director,3,Married,6162,1,No,12,13,6
601,No,40,Travel_Frequently,Research & Development,16,4,Medical,Male,Laboratory Technician,3,Single,5094,6,No,14,0,0
602,No,30,Travel_Rarely,Research & Development,2,3,Medical,Female,Manufacturing Director,4,Single,6877,5,Yes,24,0,0
603,No,45,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Research Scientist,3,Single,2274,1,No,14,0,0
604,No,42,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,Manufacturing Director,2,Married,4434,1,No,13,8,7
605,No,38,Travel_Frequently,Research & Development,12,3,Life Sciences,Male,Healthcare Representative,1,Divorced,6288,2,No,15,3,1
606,No,34,Travel_Frequently,Research & Development,16,4,Life Sciences,Female,Research Scientist,4,Single,2553,1,No,16,2,1
607,Yes,49,Travel_Rarely,Sales,11,3,Marketing,Female,Sales Executive,4,Married,7654,1,No,18,8,7
608,Yes,55,Travel_Rarely,Sales,2,1,Medical,Male,Sales Executive,4,Single,5160,4,No,16,7,7
609,No,43,Travel_Rarely,Research & Development,14,2,Life Sciences,Male,Research Director,1,Married,17159,6,No,24,1,1
610,No,27,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,Research Director,4,Divorced,12808,1,Yes,16,8,0
611,No,35,Travel_Rarely,Research & Development,7,3,Other,Male,Manufacturing Director,3,Single,10221,3,No,21,5,1
612,No,28,Travel_Rarely,Sales,2,4,Marketing,Female,Sales Executive,2,Married,4779,1,Yes,20,7,7
613,No,34,Travel_Rarely,Human Resources,3,2,Human Resources,Male,Human Resources,4,Married,3737,0,No,19,2,0
614,Yes,26,Travel_Frequently,Research & Development,5,2,Medical,Female,Research Scientist,3,Married,2366,1,Yes,14,7,1
615,No,27,Non-Travel,Research & Development,3,3,Medical,Male,Research Scientist,4,Married,1706,1,No,11,0,0
616,No,51,Travel_Rarely,Sales,26,4,Marketing,Female,Manager,3,Married,16307,2,No,14,6,4
617,No,44,Travel_Rarely,Research & Development,4,3,Medical,Male,Healthcare Representative,2,Single,5933,9,No,12,2,2
618,No,25,Travel_Rarely,Research & Development,2,1,Medical,Male,Research Scientist,1,Single,3424,7,No,13,3,0
619,No,33,Travel_Rarely,Sales,1,3,Medical,Male,Sales Executive,1,Divorced,4037,1,No,22,8,0
620,No,35,Travel_Rarely,Research & Development,27,1,Medical,Female,Research Scientist,1,Single,2559,1,No,11,5,1
621,No,36,Travel_Rarely,Sales,1,2,Life Sciences,Male,Sales Executive,4,Married,6201,1,Yes,14,14,4
622,No,32,Travel_Rarely,Sales,13,4,Life Sciences,Male,Sales Executive,4,Divorced,4403,2,No,11,2,0
623,No,30,Travel_Frequently,Research & Development,5,4,Life Sciences,Male,Research Scientist,4,Divorced,3761,9,No,12,4,0
624,No,53,Travel_Rarely,Sales,7,2,Marketing,Female,Sales Executive,4,Married,10934,7,Yes,18,2,0
625,No,45,Travel_Rarely,Sales,9,3,Marketing,Male,Sales Executive,1,Divorced,10761,4,Yes,12,4,0
626,No,32,Travel_Rarely,Research & Development,8,2,Medical,Female,Research Scientist,3,Married,5175,5,No,12,3,1
627,No,52,Travel_Frequently,Research & Development,25,4,Medical,Female,Manufacturing Director,4,Married,13826,3,No,22,8,0
628,No,37,Travel_Rarely,Sales,16,4,Marketing,Male,Sales Executive,3,Divorced,6334,4,No,19,0,0
629,No,28,Travel_Rarely,Human Resources,8,2,Medical,Male,Human Resources,4,Divorced,4936,1,No,13,1,0
630,No,22,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Manufacturing Director,4,Married,4775,6,No,22,2,2
631,No,44,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,Laboratory Technician,4,Married,2818,2,Yes,24,2,0
632,No,42,Travel_Frequently,Research & Development,2,1,Medical,Male,Research Scientist,4,Single,2515,5,Yes,14,1,2
633,No,36,Travel_Rarely,Human Resources,8,3,Life Sciences,Male,Human Resources,1,Married,2342,0,No,21,4,0
634,No,25,Travel_Rarely,Sales,3,1,Other,Male,Sales Executive,1,Married,4194,1,Yes,18,3,0
635,No,35,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,Manufacturing Director,3,Married,10685,1,Yes,20,14,5
636,Yes,35,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,Research Scientist,2,Divorced,2022,1,Yes,19,2,7
637,No,32,Non-Travel,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,4,Divorced,2314,0,No,12,0,0
638,No,25,Travel_Rarely,Sales,4,1,Marketing,Male,Sales Executive,1,Married,4256,1,No,12,2,0
639,No,49,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Research Scientist,1,Married,3580,2,No,16,2,0
640,No,24,Non-Travel,Research & Development,4,1,Life Sciences,Male,Laboratory Technician,4,Married,3162,0,No,17,2,3
641,No,32,Travel_Frequently,Sales,5,2,Life Sciences,Male,Sales Executive,2,Married,6524,1,No,14,8,5
642,No,38,Travel_Rarely,Sales,9,3,Marketing,Male,Sales Representative,2,Married,2899,0,No,19,2,1
643,No,42,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,Laboratory Technician,4,Married,5231,2,Yes,13,3,1
644,No,31,Travel_Rarely,Research & Development,11,4,Life Sciences,Male,Research Scientist,4,Married,2356,3,Yes,19,4,0
645,Yes,29,Travel_Rarely,Sales,1,3,Medical,Female,Sales Representative,3,Divorced,2800,6,Yes,19,2,0
646,No,53,Travel_Rarely,Sales,8,3,Marketing,Male,Sales Executive,4,Married,11836,5,No,14,0,2
647,No,35,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,Manufacturing Director,2,Married,10903,3,No,16,10,4
648,No,37,Travel_Frequently,Sales,21,2,Medical,Female,Sales Representative,4,Married,2973,5,No,15,4,0
649,No,53,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,Research Director,4,Single,14275,6,No,18,9,3
650,No,43,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Married,5562,4,No,13,2,2
651,No,47,Travel_Rarely,Sales,2,2,Marketing,Female,Sales Executive,4,Married,4537,0,Yes,22,6,7
652,No,37,Non-Travel,Sales,19,2,Medical,Male,Sales Executive,2,Single,7642,1,Yes,13,0,0
653,No,50,Non-Travel,Research & Development,2,4,Life Sciences,Male,Manager,1,Divorced,17924,1,No,11,6,14
654,No,39,Travel_Rarely,Human Resources,2,3,Life Sciences,Female,Human Resources,4,Married,5204,8,No,11,4,0
655,No,33,Travel_Rarely,Human Resources,3,2,Human Resources,Male,Human Resources,2,Divorced,2277,3,Yes,11,3,0
656,Yes,32,Travel_Rarely,Research & Development,25,4,Life Sciences,Male,Laboratory Technician,4,Single,2795,1,Yes,24,0,0
657,No,29,Travel_Rarely,Research & Development,7,1,Medical,Female,Laboratory Technician,4,Divorced,2532,6,No,14,3,0
658,No,44,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Married,2559,1,Yes,13,7,7
659,No,28,Travel_Rarely,Sales,5,4,Medical,Male,Sales Executive,4,Single,4908,1,No,14,2,0
660,Yes,58,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,Laboratory Technician,4,Divorced,2380,9,Yes,14,0,0
661,No,43,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,Manufacturing Director,2,Divorced,4765,4,No,21,0,0
662,Yes,20,Travel_Rarely,Sales,2,3,Medical,Female,Sales Representative,3,Single,2044,1,No,13,2,0
663,Yes,21,Travel_Rarely,Research & Development,18,1,Other,Female,Research Scientist,4,Single,2693,1,No,19,0,0
664,No,36,Travel_Rarely,Research & Development,14,1,Life Sciences,Male,Healthcare Representative,4,Married,6586,0,Yes,17,8,4
665,No,47,Travel_Rarely,Sales,2,4,Life Sciences,Female,Sales Representative,4,Single,3294,1,Yes,18,2,1
666,Yes,22,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,Manufacturing Director,3,Married,4171,0,Yes,19,2,0
667,Yes,41,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Laboratory Technician,4,Divorced,2778,4,Yes,13,7,1
668,No,28,Travel_Rarely,Research & Development,9,3,Medical,Female,Research Scientist,3,Divorced,2377,5,No,18,2,2
669,Yes,39,Travel_Rarely,Research & Development,6,3,Medical,Male,Laboratory Technician,1,Married,2404,7,Yes,21,2,2
670,No,27,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Research Scientist,3,Single,2318,1,No,19,1,0
671,No,34,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2008,1,No,14,0,1
672,No,42,Travel_Rarely,Sales,14,2,Medical,Female,Sales Executive,3,Single,6244,7,No,17,4,0
673,No,33,Travel_Rarely,Research & Development,1,4,Other,Male,Research Scientist,1,Single,2799,3,Yes,11,2,0
674,No,58,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,Healthcare Representative,2,Divorced,10552,2,Yes,13,0,0
675,No,31,Travel_Rarely,Sales,7,4,Life Sciences,Male,Sales Representative,3,Married,2329,3,No,15,7,5
676,No,35,Travel_Rarely,Research & Development,21,1,Life Sciences,Female,Healthcare Representative,4,Married,4014,1,Yes,25,6,0
677,No,49,Travel_Rarely,Research & Development,8,2,Other,Female,Laboratory Technician,2,Married,7403,4,No,11,9,1
678,No,48,Travel_Rarely,Research & Development,20,4,Medical,Male,Research Scientist,3,Married,2259,4,No,17,0,0
679,No,31,Non-Travel,Sales,20,2,Marketing,Female,Sales Executive,3,Married,6932,1,No,13,8,0
680,No,36,Travel_Rarely,Research & Development,7,4,Other,Male,Research Scientist,4,Single,4678,2,No,18,2,0
681,No,38,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Research Director,1,Married,13582,1,No,13,12,5
682,No,32,Non-Travel,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,2,Married,2332,6,No,20,0,0
683,Yes,25,Travel_Rarely,Sales,19,2,Marketing,Male,Sales Representative,2,Married,2413,1,Yes,18,0,0
684,No,40,Travel_Rarely,Sales,10,4,Marketing,Male,Sales Executive,2,Divorced,9705,2,No,12,0,0
685,No,26,Travel_Frequently,Sales,1,3,Medical,Male,Sales Executive,1,Single,4294,1,No,12,7,0
686,No,41,Travel_Rarely,Research & Development,6,3,Medical,Male,Laboratory Technician,1,Single,4721,2,Yes,13,13,2
687,No,36,Travel_Rarely,Research & Development,2,4,Medical,Male,Laboratory Technician,3,Single,2519,4,No,21,8,3
688,Yes,19,Travel_Rarely,Sales,21,3,Other,Male,Sales Representative,2,Single,2121,1,Yes,13,0,0
689,Yes,20,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,Laboratory Technician,1,Single,2973,1,No,19,0,0
690,No,31,Travel_Rarely,Research & Development,12,3,Medical,Female,Healthcare Representative,4,Married,5855,0,Yes,11,7,8
691,No,40,Travel_Frequently,Research & Development,9,4,Medical,Male,Research Scientist,2,Divorced,3617,8,Yes,14,1,0
692,No,32,Travel_Rarely,Research & Development,3,4,Medical,Female,Manufacturing Director,1,Married,6725,1,No,12,7,6
693,Yes,36,Travel_Rarely,Sales,3,1,Life Sciences,Male,Sales Executive,4,Married,10325,1,Yes,11,7,3
694,No,33,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Single,6949,0,No,14,0,1
695,Yes,37,Travel_Rarely,Sales,1,4,Life Sciences,Male,Sales Executive,3,Married,10609,5,No,11,1,11
